Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Vision_Score,Defensive_Vulnerability
Away,BALL LOST,,1,55354,2214.16,55428,2217.12,Player17,,0.9,0.9,0.66,0.87,,False
Home,RECOVERY,,1,55431,2217.24,55431,2217.24,Player12,,0.64,0.87,,,3389.2784593020797,False
Home,PASS,,1,55523,2220.92,55575,2223.0,Player12,Player3,0.65,0.88,0.43,0.62,,False
Home,PASS,,1,55612,2224.48,55654,2226.16,Player3,Player2,0.41,0.6,0.42,0.87,2003.4091008135758,True
Home,PASS,,1,55670,2226.8,55695,2227.8,Player2,Player7,0.42,0.89,0.49,0.99,4210.835267547312,False
Home,PASS,,1,55744,2229.76,55752,2230.08,Player7,Player5,0.55,0.99,0.6,0.89,,False
Home,PASS,,1,55799,2231.96,55822,2232.88,Player5,Player12,0.6,0.92,0.59,0.8,,False
Away,CHALLENGE,TACKLE-FAULT-LOST,1,55854,2234.16,55854,2234.16,Player17,,0.68,0.8,,,3389.3606117031045,False
Home,CHALLENGE,TACKLE-FAULT-WON,1,55854,2234.16,55854,2234.16,Player12,,0.66,0.78,,,3389.3517693033546,False
Home,FAULT RECEIVED,,1,55858,2234.32,55858,2234.32,Player12,,0.66,0.78,,,3389.3517693033546,False
Home,SET PIECE,FREE KICK,1,56425,2257.0,56425,2257.0,Player6,,,,,,0.0,True
Home,PASS,,1,56425,2257.0,56464,2258.56,Player6,Player10,0.63,0.78,0.69,0.4,,False
Home,PASS,,1,56494,2259.76,56572,2262.88,Player10,Player8,0.69,0.4,0.94,0.04,382.45459475117303,True
Home,PASS,,1,56649,2265.96,56679,2267.16,Player8,Player10,0.86,0.06,0.73,0.12,,False
Home,PASS,,1,56734,2269.36,56757,2270.28,Player10,Player8,0.75,0.19,0.81,0.3,3857.171599522272,False
Home,PASS,,1,56757,2270.28,56788,2271.52,Player8,Player10,0.81,0.3,0.87,0.24,955.2380153604472,True
Home,CHALLENGE,GROUND-LOST,1,56804,2272.16,56804,2272.16,Player10,,0.92,0.24,,,3389.7694327505415,False
Home,BALL LOST,INTERCEPTION,1,56804,2272.16,56804,2272.16,Player10,,0.92,0.24,,,3389.7694327505415,False
Away,CHALLENGE,GROUND-WON,1,56810,2272.4,56810,2272.4,Player15,,0.93,0.26,,,3389.760147737623,False
Away,RECOVERY,INTERCEPTION,1,56810,2272.4,56810,2272.4,Player15,,0.93,0.26,,,3389.760147737623,False
Away,BALL OUT,,1,56810,2272.4,56836,2273.44,Player15,,0.93,0.26,1.01,0.23,2160.020738997745,True
Home,SET PIECE,CORNER KICK,1,57509,2300.36,57509,2300.36,Player6,,,,,,0.0,True
Home,PASS,,1,57509,2300.36,57569,2302.76,Player6,Player3,1.01,0.01,0.96,0.62,1611.3237949590116,True
Home,CHALLENGE,AERIAL-WON,1,57569,2302.76,57569,2302.76,Player3,,0.96,0.62,,,3389.5487570344444,False
Home,BALL LOST,INTERCEPTION,1,57569,2302.76,57605,2304.2,Player3,,0.96,0.62,0.98,0.56,,False
Away,CHALLENGE,AERIAL-LOST,1,57572,2302.88,57572,2302.88,Player17,,0.96,0.6,,,3389.5270283073432,False
Away,RECOVERY,INTERCEPTION,1,57606,2304.24,57606,2304.24,Player25,,0.99,0.55,,,3389.05699543768,True
Away,PASS,,1,57606,2304.24,57624,2304.96,Player25,Player16,0.99,0.55,0.95,0.69,1106.0754332731985,True
Away,BALL LOST,,1,57624,2304.96,57669,2306.76,Player16,,0.95,0.69,0.81,0.74,,False
Home,RECOVERY,,1,57668,2306.72,57668,2306.72,Player7,,0.81,0.73,,,3389.4493475942977,False
Home,SHOT,OFF TARGET-OUT,1,57668,2306.72,57740,2309.6,Player7,,0.81,0.73,1.02,0.31,,False
Away,RECOVERY,,1,59053,2362.12,59053,2362.12,Player25,,0.96,0.47,,,3389.1970649425907,False
Away,BALL LOST,INTERCEPTION,1,59053,2362.12,59144,2365.76,Player25,,0.96,0.47,0.45,0.1,,False
Home,CHALLENGE,AERIAL-WON,1,59142,2365.68,59142,2365.68,Player8,,0.45,0.13,,,3388.9033304313925,True
Home,RECOVERY,INTERCEPTION,1,59142,2365.68,59142,2365.68,Player8,,0.45,0.13,,,3388.9033304313925,True
Home,PASS,HEAD,1,59142,2365.68,59171,2366.84,Player8,Player12,0.45,0.13,0.4,0.24,877.3669729875053,True
Away,CHALLENGE,AERIAL-LOST,1,59144,2365.76,59144,2365.76,Player18,,0.43,0.11,,,3388.920593712055,True
Home,CHALLENGE,GROUND-WON,1,59232,2369.28,59232,2369.28,Player12,,0.43,0.19,,,3389.594542606449,False
Home,PASS,,1,59232,2369.28,59266,2370.64,Player12,Player8,0.43,0.19,0.5,0.02,,False
Home,PASS,,1,59266,2370.64,59309,2372.36,Player8,Player4,0.5,0.02,0.34,0.03,,False
Home,PASS,,1,59329,2373.16,59391,2375.64,Player4,Player3,0.34,0.03,0.11,0.23,332.69267717294736,True
Home,PASS,,1,59391,2375.64,59427,2377.08,Player3,Player11,0.11,0.23,0.04,0.47,1100.9616677550168,True
Home,PASS,,1,59463,2378.52,59511,2380.44,Player11,Player2,0.06,0.55,0.12,0.82,2721.003010688299,True
Home,PASS,,1,59511,2380.44,59545,2381.8,Player2,Player5,0.12,0.82,0.34,0.81,3076.4137935206236,True
Home,PASS,,1,59584,2383.36,59607,2384.28,Player5,Player6,0.34,0.73,0.28,0.66,,False
Home,PASS,,1,59640,2385.6,59677,2387.08,Player6,Player3,0.28,0.62,0.25,0.37,,False
Home,PASS,,1,59705,2388.2,59728,2389.12,Player3,Player4,0.27,0.31,0.32,0.13,,False
Home,PASS,,1,59773,2390.92,59795,2391.8,Player4,Player12,0.35,0.1,0.4,0.23,3309.238725290803,True
Home,PASS,,1,59821,2392.84,59844,2393.76,Player12,Player6,0.41,0.25,0.39,0.36,1333.7465733079193,True
Home,PASS,,1,59861,2394.44,59881,2395.24,Player6,Player12,0.4,0.36,0.45,0.24,,False
Home,PASS,,1,59881,2395.24,59902,2396.08,Player12,Player10,0.45,0.24,0.54,0.27,4329.735992280995,False
Home,PASS,,1,59923,2396.92,59923,2396.92,Player10,Player12,0.55,0.26,0.47,0.25,,False
Home,PASS,,1,59923,2396.92,59955,2398.2,Player12,Player4,0.47,0.25,0.55,0.06,,False
Home,PASS,,1,60000,2400.0,60075,2403.0,Player4,Player8,0.58,0.07,0.89,0.04,2945.1141031315333,True
Home,BALL OUT,CROSS,1,60081,2403.24,60174,2406.96,Player8,,0.9,0.03,1.06,0.51,3138.8043280340635,True
Away,RECOVERY,,1,60792,2431.68,60792,2431.68,Player25,,0.96,0.49,,,3389.0868266447997,True
Away,PASS,GOAL KICK,1,60792,2431.68,60882,2435.28,Player25,Player18,0.96,0.49,0.44,0.0,,False
Away,PASS,HEAD,1,60882,2435.28,60916,2436.64,Player18,Player17,0.44,0.0,0.54,0.1,4571.328768215286,False
Away,PASS,,1,60916,2436.64,60953,2438.12,Player17,Player20,0.54,0.1,0.52,0.27,1496.742037198338,True
Away,PASS,,1,60971,2438.84,60994,2439.76,Player20,Player21,0.52,0.28,0.5,0.48,1516.4087976934547,True
Away,PASS,,1,61019,2440.76,61069,2442.76,Player21,Player22,0.49,0.53,0.45,0.9,1502.4339851321915,True
Away,BALL LOST,INTERCEPTION,1,61099,2443.96,61129,2445.16,Player22,,0.42,0.92,0.2,0.9,,False
Home,RECOVERY,INTERCEPTION,1,61132,2445.28,61132,2445.28,Player7,,0.21,0.89,,,3389.1220245668565,True
Home,PASS,,1,61178,2447.12,61211,2448.44,Player7,Player6,0.19,0.97,0.26,0.84,,False
Home,PASS,,1,61294,2451.76,61324,2452.96,Player6,Player7,0.34,0.82,0.42,0.97,3813.586957078138,False
Home,PASS,,1,61420,2456.8,61490,2459.6,Player7,Player8,0.61,0.78,0.71,0.1,,False
Home,CHALLENGE,GROUND-FAULT-WON,1,61517,2460.68,61517,2460.68,Player8,,0.72,0.05,,,3389.8531856946884,False
Away,CHALLENGE,GROUND-FAULT-LOST,1,61524,2460.96,61524,2460.96,Player17,,0.72,0.09,,,3389.8286634933274,False
Home,FAULT RECEIVED,,1,61530,2461.2,61530,2461.2,Player8,,0.73,0.05,,,3389.8634797639843,False
Home,SET PIECE,FREE KICK,1,62681,2507.24,62681,2507.24,Player6,,,,,,0.0,True
Home,BALL LOST,INTERCEPTION,1,62681,2507.24,62712,2508.48,Player6,,0.73,0.09,0.86,0.5,2944.1814299624007,True
Away,RECOVERY,INTERCEPTION,1,62711,2508.44,62711,2508.44,Player19,,0.86,0.49,,,3389.4057707526904,False
Away,BALL LOST,,1,62711,2508.44,62753,2510.12,Player19,,0.86,0.49,0.7,0.44,,False
Home,RECOVERY,,1,62753,2510.12,62753,2510.12,Player10,,0.69,0.45,,,3389.599209559238,False
Home,SHOT,OFF TARGET-OUT,1,62792,2511.68,62847,2513.88,Player10,,0.71,0.52,1.02,0.27,1217.211683668065,True
Away,RECOVERY,,1,63239,2529.56,63239,2529.56,Player25,,0.95,0.45,,,3389.3377241761705,False
Away,PASS,GOAL KICK,1,63239,2529.56,63287,2531.48,Player25,Player17,0.95,0.45,0.75,0.05,,False
Away,PASS,,1,63333,2533.32,63381,2535.24,Player17,Player18,0.74,0.06,0.51,0.48,755.7631972775517,True
Away,CHALLENGE,GROUND-WON,1,63407,2536.28,63407,2536.28,Player18,,0.51,0.47,,,3389.5444693821732,False
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,1,63428,2537.12,63428,2537.12,Player5,,0.52,0.43,,,3389.5779970932235,False
Away,CHALLENGE,GROUND-FAULT-WON,1,63469,2538.76,63469,2538.76,Player18,,0.53,0.35,,,3389.6263694167046,False
Away,FAULT RECEIVED,,1,63477,2539.08,63477,2539.08,Player18,,0.54,0.33,,,3389.6376073103347,False
Home,RECOVERY,,1,63528,2541.12,63528,2541.12,Player8,,0.61,0.28,,,3389.2483780755756,False
Home,BALL LOST,FORCED,1,63542,2541.68,63542,2541.68,Player8,,0.64,0.31,,,3389.3175283035935,False
Away,SET PIECE,FREE KICK,1,63718,2548.72,63718,2548.72,Player20,,,,,,0.0,True
Away,PASS,,1,63718,2548.72,63771,2550.84,Player20,Player19,0.57,0.35,0.42,0.14,,False
Away,PASS,,1,63864,2554.56,63897,2555.88,Player19,Player17,0.24,0.17,0.13,0.05,,False
Away,CHALLENGE,TACKLE-LOST,1,63931,2557.24,63931,2557.24,Player17,,0.14,0.12,,,3389.671624952764,False
Away,BALL LOST,THEFT,1,63931,2557.24,63931,2557.24,Player17,,0.14,0.12,,,3389.671624952764,False
Home,CHALLENGE,TACKLE-WON,1,63938,2557.52,63938,2557.52,Player8,,0.14,0.14,,,3389.6739168092254,False
Home,RECOVERY,THEFT,1,63938,2557.52,63938,2557.52,Player8,,0.14,0.14,,,3389.6739168092254,False
Away,RECOVERY,INTERCEPTION,1,63994,2559.76,63994,2559.76,Player17,,0.15,0.1,,,3389.695296059448,False
Away,PASS,,1,63994,2559.76,64061,2562.44,Player17,Player19,0.15,0.1,0.27,0.1,3349.300736175192,True
Home,BALL LOST,INTERCEPTION,1,63998,2559.92,63998,2559.92,Player8,,0.14,0.11,0.15,0.11,3380.6122596359555,True
Away,PASS,,1,64061,2562.44,64105,2564.2,Player19,Player15,0.27,0.1,0.49,0.12,3626.058728185009,False
Away,PASS,,1,64205,2568.2,64235,2569.4,Player15,Player21,0.48,0.12,0.49,0.25,2180.8573731809934,True
Away,BALL LOST,INTERCEPTION,1,64294,2571.76,64327,2573.08,Player21,,0.47,0.14,0.26,0.16,,False
Home,RECOVERY,INTERCEPTION,1,64324,2572.96,64324,2572.96,Player4,,0.28,0.15,,,3389.691904790363,False
Home,PASS,,1,64324,2572.96,64353,2574.12,Player4,Player12,0.28,0.15,0.29,0.26,2240.123281637324,True
Home,PASS,,1,64402,2576.08,64437,2577.48,Player12,Player10,0.28,0.31,0.46,0.57,4100.63341733626,False
Home,BALL LOST,INTERCEPTION,1,64487,2579.48,64525,2581.0,Player10,,0.5,0.74,0.76,0.63,1980.1146954598375,True
Away,RECOVERY,INTERCEPTION,1,64523,2580.92,64523,2580.92,Player22,,0.68,0.64,,,3389.473914463188,False
Away,PASS,,1,64567,2582.68,64617,2584.68,Player22,Player25,0.78,0.76,0.96,0.61,1194.3335653135878,True
Away,PASS,,1,64617,2584.68,64663,2586.52,Player25,Player18,0.96,0.61,0.64,0.88,309.2914939514502,True
Away,PASS,,1,64793,2591.72,64848,2593.92,Player18,Player17,0.54,0.62,0.47,0.13,,False
Away,BALL LOST,INTERCEPTION,1,64971,2598.84,65001,2600.04,Player17,,0.32,0.16,0.14,0.25,,False
Home,CHALLENGE,GROUND,1,64977,2599.08,64977,2599.08,Player4,,0.2,0.19,,,3389.6480368958146,False
Away,CHALLENGE,GROUND-LOST,1,65001,2600.04,65001,2600.04,Player19,,0.15,0.3,,,3389.563597554228,False
Home,CHALLENGE,GROUND-WON,1,65001,2600.04,65001,2600.04,Player3,,0.15,0.29,,,3389.5813626122062,False
Home,RECOVERY,INTERCEPTION,1,65001,2600.04,65001,2600.04,Player3,,0.15,0.29,,,3389.5813626122062,False
Home,PASS,,1,65001,2600.04,65031,2601.24,Player3,Player8,0.15,0.29,0.23,0.17,311.15111333213457,True
Home,PASS,,1,65031,2601.24,65053,2602.12,Player8,Player4,0.23,0.17,0.17,0.14,,False
Home,PASS,,1,65087,2603.48,65105,2604.2,Player4,Player12,0.19,0.15,0.22,0.29,2658.7002502379482,True
Home,PASS,,1,65130,2605.2,65145,2605.8,Player12,Player6,0.23,0.32,0.27,0.41,3512.227016807888,False
Home,PASS,,1,65145,2605.8,65168,2606.72,Player6,Player8,0.27,0.41,0.28,0.23,,False
Home,PASS,,1,65201,2608.04,65246,2609.84,Player8,Player4,0.32,0.23,0.5,0.05,938.07095334104,True
Home,PASS,,1,65374,2614.96,65397,2615.88,Player4,Player9,0.69,0.22,0.76,0.36,3682.3005465747674,False
Home,CHALLENGE,GROUND-WON,1,65408,2616.32,65408,2616.32,Player9,,0.76,0.38,,,3389.104784001832,True
Away,CHALLENGE,GROUND-LOST,1,65414,2616.56,65414,2616.56,Player15,,0.78,0.39,,,3389.0448295401375,True
Home,PASS,,1,65453,2618.12,65473,2618.92,Player9,Player4,0.77,0.36,0.87,0.19,91.318392373746,True
Home,PASS,,1,65505,2620.2,65635,2625.4,Player4,Player10,0.9,0.2,0.95,0.88,2158.84361899355,True
Home,BALL LOST,INTERCEPTION,1,65688,2627.52,65693,2627.72,Player10,,0.88,0.87,0.9,0.83,,False
Away,RECOVERY,INTERCEPTION,1,65692,2627.68,65692,2627.68,Player22,,0.89,0.84,,,3389.3917079143835,False
Away,BALL LOST,CLEARANCE,1,65722,2628.88,65819,2632.76,Player22,,0.87,0.82,0.47,0.79,,False
Home,RECOVERY,,1,65815,2632.6,65815,2632.6,Player2,,0.49,0.79,,,3389.3025959397755,False
Home,PASS,,1,65833,2633.32,65878,2635.12,Player2,Player7,0.48,0.81,0.58,0.92,4530.793715175826,False
Home,PASS,,1,65936,2637.44,65996,2639.84,Player7,Player3,0.58,0.91,0.35,0.54,,False
Home,PASS,,1,66162,2646.48,66209,2648.36,Player3,Player12,0.34,0.56,0.43,0.8,3293.651754790283,True
Home,BALL LOST,INTERCEPTION,1,66209,2648.36,66247,2649.88,Player12,,0.43,0.8,0.54,0.73,1560.6530571577402,True
Away,RECOVERY,INTERCEPTION,1,66245,2649.8,66245,2649.8,Player20,,0.54,0.73,,,3389.223539421487,False
Away,BALL OUT,,1,66245,2649.8,66305,2652.2,Player20,,0.54,0.73,0.46,1.01,1121.3166907324448,True
Home,SET PIECE,THROW IN,1,66702,2668.08,66702,2668.08,Player7,,,,,,0.0,True
Home,PASS,,1,66702,2668.08,66729,2669.16,Player7,Player5,0.47,1.01,0.54,0.85,4.828453385134656,True
Home,PASS,,1,66729,2669.16,66747,2669.88,Player5,Player9,0.54,0.85,0.61,0.92,4537.7036170288575,False
Home,CHALLENGE,GROUND-WON,1,66747,2669.88,66747,2669.88,Player9,,0.61,0.92,,,3389.2317982381574,False
Home,BALL LOST,,1,66747,2669.88,66803,2672.12,Player9,,0.61,0.92,0.71,1.01,4695.548036974768,False
Away,CHALLENGE,GROUND-LOST,1,66750,2670.0,66750,2670.0,Player22,,0.62,0.93,,,3389.22157594466,False
Away,SET PIECE,THROW IN,1,66901,2676.04,66901,2676.04,Player22,,,,,,0.0,True
Away,PASS,,1,66901,2676.04,66938,2677.52,Player22,Player20,0.64,1.01,0.6,0.82,1.3006839659861316,True
Away,PASS,,1,66958,2678.32,67030,2681.2,Player20,Player16,0.61,0.8,0.82,0.7,1917.6662043209467,True
Away,PASS,,1,67099,2683.96,67129,2685.16,Player16,Player20,0.82,0.63,0.61,0.59,,False
Away,BALL LOST,INTERCEPTION,1,67159,2686.36,67214,2688.56,Player20,,0.59,0.53,0.36,0.09,,False
Home,RECOVERY,INTERCEPTION,1,67214,2688.56,67214,2688.56,Player4,,0.38,0.11,,,3389.2874715546836,False
Home,PASS,,1,67391,2695.64,67428,2697.12,Player4,Player8,0.79,0.19,0.92,0.13,1944.8797949820428,True
Home,PASS,,1,67459,2698.36,67502,2700.08,Player8,Player9,0.97,0.18,0.98,0.6,1918.876475193814,True
Home,SHOT,HEAD-ON TARGET-SAVED,1,67502,2700.08,67513,2700.52,Player9,,0.98,0.6,1.0,0.54,,False
Away,RECOVERY,SAVED,1,67514,2700.56,67514,2700.56,Player25,,0.99,0.54,,,3388.9367818084943,True
Away,PASS,,1,67514,2700.56,67552,2702.08,Player25,Player21,0.99,0.54,0.91,0.5,,False
Away,BALL LOST,INTERCEPTION,1,67552,2702.08,67624,2704.96,Player21,,0.91,0.5,0.96,0.8,2527.4776330104833,True
Home,RECOVERY,INTERCEPTION,1,67621,2704.84,67621,2704.84,Player7,,0.93,0.79,,,3389.4245310723463,False
Home,BALL LOST,INTERCEPTION,1,67645,2705.8,67677,2707.08,Player7,,0.98,0.8,0.89,0.55,,False
Away,RECOVERY,INTERCEPTION,1,67675,2707.0,67675,2707.0,Player19,,0.89,0.5,,,3389.3098041818184,False
Away,BALL LOST,CLEARANCE,1,67675,2707.0,67747,2709.88,Player19,,0.89,0.5,0.54,0.52,,False
Away,CHALLENGE,AERIAL-LOST,1,67751,2710.04,67751,2710.04,Player23,,0.53,0.46,,,3389.552100170878,False
Home,CHALLENGE,AERIAL-WON,1,67752,2710.08,67752,2710.08,Player3,,0.53,0.47,,,3389.551153451911,False
Home,RECOVERY,INTERCEPTION,1,67752,2710.08,67752,2710.08,Player3,,0.53,0.47,,,3389.551153451911,False
Home,PASS,HEAD,1,67752,2710.08,67776,2711.04,Player3,Player2,0.53,0.47,0.45,0.47,,False
Home,PASS,,1,67776,2711.04,67883,2715.32,Player2,Player4,0.45,0.47,0.48,0.02,,False
Home,PASS,,1,67883,2715.32,67970,2718.8,Player4,Player2,0.48,0.02,0.27,0.1,,False
Home,PASS,,1,68001,2720.04,68041,2721.64,Player2,Player12,0.24,0.15,0.36,0.51,3070.8833314317576,True
Home,BALL LOST,INTERCEPTION,1,68138,2725.52,68182,2727.28,Player12,,0.41,0.6,0.57,0.6,3308.0802506143,True
Away,RECOVERY,INTERCEPTION,1,68177,2727.08,68177,2727.08,Player20,,0.57,0.56,,,3389.489067162742,False
Away,PASS,,1,68200,2728.0,68230,2729.2,Player20,Player21,0.57,0.6,0.5,0.57,,False
Away,PASS,,1,68230,2729.2,68258,2730.32,Player21,Player19,0.5,0.57,0.52,0.42,,False
Away,PASS,,1,68288,2731.52,68301,2732.04,Player19,Player21,0.51,0.43,0.46,0.41,,False
Away,BALL LOST,INTERCEPTION,1,68406,2736.24,68418,2736.72,Player21,,0.45,0.29,0.35,0.37,272.9691478187204,True
Home,RECOVERY,INTERCEPTION,1,68420,2736.8,68420,2736.8,Player6,,0.36,0.36,,,3389.5773702056067,False
Home,PASS,,1,68565,2742.6,68640,2745.6,Player6,Player4,0.37,0.43,0.33,0.11,,False
Home,PASS,,1,68666,2746.64,68719,2748.76,Player4,Player6,0.34,0.09,0.31,0.27,1378.9615501905841,True
Home,PASS,,1,68719,2748.76,68752,2750.08,Player6,Player12,0.31,0.27,0.34,0.54,2265.675100833652,True
Home,PASS,,1,68785,2751.4,68842,2753.68,Player12,Player2,0.33,0.6,0.26,0.84,1112.9141728925838,True
Home,BALL LOST,,1,68880,2755.2,68945,2757.8,Player2,,0.28,0.94,0.72,0.85,2554.0731270532474,True
Away,CHALLENGE,GROUND,1,68920,2756.8,68920,2756.8,Player16,,0.62,0.82,,,3389.1984173021065,False
Home,CHALLENGE,GROUND-LOST,1,68945,2757.8,68945,2757.8,Player9,,0.67,0.85,,,3389.1964410989794,False
Away,RECOVERY,INTERCEPTION,1,68946,2757.84,68946,2757.84,Player16,,0.66,0.84,,,3389.1911382602684,False
Away,PASS,,1,69007,2760.28,69022,2760.88,Player16,Player20,0.67,0.88,0.59,0.72,,False
Away,BALL LOST,,1,69030,2761.2,69070,2762.8,Player20,,0.59,0.72,0.52,0.75,,False
Home,RECOVERY,,1,69071,2762.84,69071,2762.84,Player12,,0.51,0.76,,,3389.2591223681393,False
Home,PASS,,1,69071,2762.84,69119,2764.76,Player12,Player10,0.51,0.76,0.58,0.44,,False
Home,PASS,,1,69225,2769.0,69260,2770.4,Player10,Player8,0.79,0.35,0.91,0.19,506.1311447523935,True
Home,BALL LOST,CROSS-INTERCEPTION,1,69260,2770.4,69268,2770.72,Player8,,0.91,0.19,0.92,0.34,1996.8176744168304,True
Away,RECOVERY,INTERCEPTION,1,69269,2770.76,69269,2770.76,Player17,,0.93,0.33,,,3388.8514419888415,True
Away,PASS,,1,69269,2770.76,69288,2771.52,Player17,Player25,0.93,0.33,0.98,0.47,3184.6115437968774,True
Away,PASS,,1,69357,2774.28,69397,2775.88,Player25,Player19,0.9,0.52,0.82,0.67,786.925259916314,True
Away,PASS,,1,69495,2779.8,69538,2781.52,Player19,Player24,0.68,0.66,0.51,0.26,,False
Away,PASS,,1,69563,2782.52,69588,2783.52,Player24,Player15,0.53,0.24,0.64,0.35,4519.237626954655,False
Away,PASS,,1,69639,2785.56,69661,2786.44,Player15,Player21,0.59,0.42,0.6,0.69,1945.8026031039146,True
Away,PASS,,1,69687,2787.48,69729,2789.16,Player21,Player18,0.58,0.72,0.42,0.98,698.2945257309859,True
Away,BALL OUT,CROSS,1,69898,2795.92,69948,2797.92,Player18,,0.08,0.82,-0.02,0.25,,False
Home,RECOVERY,,1,70460,2818.4,70460,2818.4,Player11,,0.04,0.47,,,3389.355793511284,False
Home,PASS,GOAL KICK,1,70460,2818.4,70512,2820.48,Player11,Player7,0.04,0.47,0.15,0.88,2857.2992220018887,True
Home,BALL LOST,END HALF,1,70578,2823.12,70578,2823.12,Player7,,0.17,0.91,,,3389.110068308828,True
Home,SET PIECE,KICK OFF,2,72135,2885.4,72135,2885.4,Player9,,,,,,0.0,True
Home,PASS,,2,72135,2885.4,72160,2886.4,Player9,Player6,0.49,0.5,0.61,0.52,3880.0261726452454,False
Home,BALL LOST,INTERCEPTION,2,72189,2887.56,72237,2889.48,Player6,,0.61,0.5,0.38,0.19,,False
Away,RECOVERY,INTERCEPTION,2,72237,2889.48,72237,2889.48,Player20,,0.38,0.19,,,3389.6849764545714,False
Away,PASS,,2,72279,2891.16,72307,2892.28,Player20,Player18,0.43,0.25,0.49,0.33,4319.955773747033,False
Away,PASS,,2,72315,2892.6,72358,2894.32,Player18,Player22,0.5,0.32,0.62,0.03,,False
Away,PASS,,2,72358,2894.32,72384,2895.36,Player22,Player23,0.62,0.03,0.67,0.2,2975.9682374377444,True
Away,BALL LOST,INTERCEPTION,2,72415,2896.6,72425,2897.0,Player23,,0.66,0.21,0.66,0.32,1819.345279336042,True
Away,RECOVERY,,2,72443,2897.72,72443,2897.72,Player23,,0.67,0.22,,,3389.25542477235,False
Away,PASS,,2,72465,2898.6,72483,2899.32,Player23,Player22,0.67,0.19,0.75,0.02,,False
Away,BALL LOST,INTERCEPTION,2,72541,2901.64,72571,2902.84,Player22,,0.7,0.06,0.77,0.23,3406.718216790836,False
Home,RECOVERY,INTERCEPTION,2,72570,2902.8,72570,2902.8,Player2,,0.79,0.17,,,3389.7831450857475,False
Home,BALL LOST,,2,72602,2904.08,72695,2907.8,Player2,,0.74,0.18,0.35,0.14,,False
Away,RECOVERY,,2,72698,2907.92,72698,2907.92,Player16,,0.32,0.17,,,3389.689655862753,False
Away,CHALLENGE,TACKLE-WON,2,72730,2909.2,72730,2909.2,Player16,,0.28,0.12,,,3389.70395732587,False
Home,CHALLENGE,TACKLE-LOST,2,72734,2909.36,72734,2909.36,Player9,,0.28,0.12,,,3389.70395732587,False
Away,PASS,,2,72820,2912.8,72863,2914.52,Player16,Player21,0.3,0.2,0.34,0.33,3085.036400031672,True
Away,PASS,,2,72895,2915.8,72948,2917.92,Player21,Player15,0.34,0.38,0.33,0.8,1761.234565631632,True
Away,PASS,,2,73040,2921.6,73068,2922.72,Player15,Player17,0.51,0.83,0.64,1.01,4175.505552528562,False
Away,PASS,,2,73135,2925.4,73165,2926.6,Player17,Player21,0.65,0.96,0.6,0.75,,False
Away,PASS,,2,73204,2928.16,73234,2929.36,Player21,Player18,0.6,0.69,0.61,0.45,,False
Away,PASS,,2,73312,2932.48,73364,2934.56,Player18,Player22,0.68,0.37,0.79,0.04,,False
Away,BALL LOST,CROSS-INTERCEPTION,2,73401,2936.04,73414,2936.56,Player22,,0.84,0.02,0.87,0.12,2978.1047813615105,True
Home,RECOVERY,INTERCEPTION,2,73409,2936.36,73409,2936.36,Player7,,0.87,0.08,,,3389.8793307920014,False
Home,BALL OUT,,2,73409,2936.36,73434,2937.36,Player7,,0.87,0.08,0.92,-0.03,,False
Away,SET PIECE,THROW IN,2,73670,2946.8,73670,2946.8,Player22,,,,,,0.0,True
Away,PASS,,2,73670,2946.8,73743,2949.72,Player22,Player20,0.86,-0.01,0.66,0.13,184.0996329617489,True
Away,PASS,,2,73770,2950.8,73795,2951.8,Player20,Player21,0.64,0.16,0.69,0.08,199.54674913015828,True
Away,BALL LOST,,2,73863,2954.52,73892,2955.68,Player21,,0.73,0.19,0.88,0.27,4602.739513680339,False
Home,RECOVERY,INTERCEPTION,2,73894,2955.76,73894,2955.76,Player2,,0.86,0.28,,,3388.841778875241,True
Home,BALL OUT,,2,73894,2955.76,73961,2958.44,Player2,,0.86,0.28,0.77,-0.02,,False
Away,SET PIECE,THROW IN,2,74130,2965.2,74130,2965.2,Player22,,,,,,0.0,True
Away,PASS,,2,74130,2965.2,74168,2966.72,Player22,Player20,0.71,-0.01,0.54,0.07,,False
Away,PASS,,2,74199,2967.96,74229,2969.16,Player20,Player16,0.52,0.1,0.44,0.34,1026.2405416114873,True
Away,PASS,,2,74259,2970.36,74309,2972.36,Player16,Player20,0.43,0.35,0.46,0.15,,False
Away,PASS,,2,74373,2974.92,74395,2975.8,Player20,Player21,0.49,0.16,0.51,0.29,2453.849147417112,True
Away,PASS,,2,74530,2981.2,74545,2981.8,Player21,Player22,0.61,0.12,0.62,0.02,,False
Away,PASS,,2,74573,2982.92,74603,2984.12,Player22,Player20,0.6,0.02,0.47,0.14,369.86762596476547,True
Away,PASS,,2,74638,2985.52,74674,2986.96,Player20,Player18,0.43,0.18,0.51,0.34,3720.6028406719392,False
Away,PASS,,2,74674,2986.96,74729,2989.16,Player18,Player16,0.51,0.34,0.33,0.41,,False
Away,PASS,,2,74749,2989.96,74774,2990.96,Player16,Player18,0.33,0.41,0.46,0.5,4656.731272958668,False
Away,PASS,,2,74853,2994.12,74925,2997.0,Player18,Player15,0.46,0.54,0.44,0.97,1702.5726343849356,True
