Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Vision_Score,Defensive_Vulnerability,Defensive_Rating_100
Away,PASS,,1,69007,2760.28,69022,2760.88,Player16,Player20,0.67,0.88,0.59,0.72,,False,
Away,BALL LOST,,1,69030,2761.2,69070,2762.8,Player20,,0.59,0.72,0.52,0.75,,False,
Home,RECOVERY,,1,69071,2762.84,69071,2762.84,Player12,,0.51,0.76,,,3389.2591223681397,False,70.93594493261334
Home,PASS,,1,69071,2762.84,69119,2764.76,Player12,Player10,0.51,0.76,0.58,0.44,,False,
Home,PASS,,1,69225,2769.0,69260,2770.4,Player10,Player8,0.79,0.35,0.91,0.19,506.1311447523935,True,10.593138416560578
Home,BALL LOST,CROSS-INTERCEPTION,1,69260,2770.4,69268,2770.72,Player8,,0.91,0.19,0.92,0.34,1996.8176744168304,True,41.79265835948549
Away,RECOVERY,INTERCEPTION,1,69269,2770.76,69269,2770.76,Player17,,0.93,0.33,,,3388.851441988841,True,70.9274123324515
Away,PASS,,1,69269,2770.76,69288,2771.52,Player17,Player25,0.93,0.33,0.98,0.47,3184.6115437968774,True,66.6527464989744
Away,PASS,,1,69357,2774.28,69397,2775.88,Player25,Player19,0.9,0.52,0.82,0.67,786.925259916314,True,16.470055811047782
Away,PASS,,1,69495,2779.8,69538,2781.52,Player19,Player24,0.68,0.66,0.51,0.26,,False,
Away,PASS,,1,69563,2782.52,69588,2783.52,Player24,Player15,0.53,0.24,0.64,0.35,4519.237626954655,False,94.58597878437124
Away,PASS,,1,69639,2785.56,69661,2786.44,Player15,Player21,0.59,0.42,0.6,0.69,1945.8026031039144,True,40.724931709285364
Away,PASS,,1,69687,2787.48,69729,2789.16,Player21,Player18,0.58,0.72,0.42,0.98,698.2945257309859,True,14.615047193378384
Away,BALL OUT,CROSS,1,69898,2795.92,69948,2797.92,Player18,,0.08,0.82,-0.02,0.25,,False,
Home,RECOVERY,,1,70460,2818.4,70460,2818.4,Player11,,0.04,0.47,,,3389.355793511284,False,70.93796822402867
Home,PASS,GOAL KICK,1,70460,2818.4,70512,2820.48,Player11,Player7,0.04,0.47,0.15,0.88,2857.2992220018887,True,59.80222017557184
Home,BALL LOST,END HALF,1,70578,2823.12,70578,2823.12,Player7,,0.17,0.91,,,3389.110068308828,True,70.93282528605886
Home,SET PIECE,KICK OFF,2,72135,2885.4,72135,2885.4,Player9,,,,,,0.0,True,0.0
Home,PASS,,2,72135,2885.4,72160,2886.4,Player9,Player6,0.49,0.5,0.61,0.52,3880.026172645245,False,81.20751851146477
Home,BALL LOST,INTERCEPTION,2,72189,2887.56,72237,2889.48,Player6,,0.61,0.5,0.38,0.19,,False,
Away,RECOVERY,INTERCEPTION,2,72237,2889.48,72237,2889.48,Player20,,0.38,0.19,,,3389.684976454572,False,70.94485790177085
Away,PASS,,2,72279,2891.16,72307,2892.28,Player20,Player18,0.43,0.25,0.49,0.33,4319.955773747033,False,90.41508300602553
Away,PASS,,2,72315,2892.6,72358,2894.32,Player18,Player22,0.5,0.32,0.62,0.03,,False,
Away,PASS,,2,72358,2894.32,72384,2895.36,Player22,Player23,0.62,0.03,0.67,0.2,2975.9682374377444,True,62.28591895463822
Away,BALL LOST,INTERCEPTION,2,72415,2896.6,72425,2897.0,Player23,,0.66,0.21,0.66,0.32,1819.345279336042,True,38.078226505802526
Away,RECOVERY,,2,72443,2897.72,72443,2897.72,Player23,,0.67,0.22,,,3389.25542477235,False,70.93586754329554
Away,PASS,,2,72465,2898.6,72483,2899.32,Player23,Player22,0.67,0.19,0.75,0.02,,False,
Away,BALL LOST,INTERCEPTION,2,72541,2901.64,72571,2902.84,Player22,,0.7,0.06,0.77,0.23,3406.718216790836,False,71.30135734748833
Home,RECOVERY,INTERCEPTION,2,72570,2902.8,72570,2902.8,Player2,,0.79,0.17,,,3389.7831450857475,False,70.94691253505904
Home,BALL LOST,,2,72602,2904.08,72695,2907.8,Player2,,0.74,0.18,0.35,0.14,,False,
Away,RECOVERY,,2,72698,2907.92,72698,2907.92,Player16,,0.32,0.17,,,3389.689655862753,False,70.94495584006033
Away,CHALLENGE,TACKLE-WON,2,72730,2909.2,72730,2909.2,Player16,,0.28,0.12,,,3389.70395732587,False,70.94525516441514
Home,CHALLENGE,TACKLE-LOST,2,72734,2909.36,72734,2909.36,Player9,,0.28,0.12,,,3389.70395732587,False,70.94525516441514
Away,PASS,,2,72820,2912.8,72863,2914.52,Player16,Player21,0.3,0.2,0.34,0.33,3085.036400031672,True,64.56867542038117
Away,PASS,,2,72895,2915.8,72948,2917.92,Player21,Player15,0.34,0.38,0.33,0.8,1761.234565631632,True,36.86199067416429
Away,PASS,,2,73040,2921.6,73068,2922.72,Player15,Player17,0.51,0.83,0.64,1.01,4175.505552528562,False,87.39179308693024
Away,PASS,,2,73135,2925.4,73165,2926.6,Player17,Player21,0.65,0.96,0.6,0.75,,False,
Away,PASS,,2,73204,2928.16,73234,2929.36,Player21,Player18,0.6,0.69,0.61,0.45,,False,
Away,PASS,,2,73312,2932.48,73364,2934.56,Player18,Player22,0.68,0.37,0.79,0.04,,False,
Away,BALL LOST,CROSS-INTERCEPTION,2,73401,2936.04,73414,2936.56,Player22,,0.84,0.02,0.87,0.12,2978.1047813615105,True,62.330636031925735
Home,RECOVERY,INTERCEPTION,2,73409,2936.36,73409,2936.36,Player7,,0.87,0.08,,,3389.8793307920014,False,70.94892566645909
Home,BALL OUT,,2,73409,2936.36,73434,2937.36,Player7,,0.87,0.08,0.92,-0.03,,False,
Away,SET PIECE,THROW IN,2,73670,2946.8,73670,2946.8,Player22,,,,,,0.0,True,0.0
Away,PASS,,2,73670,2946.8,73743,2949.72,Player22,Player20,0.86,-0.01,0.66,0.13,184.0996329617489,True,3.8531375012613904
Away,PASS,,2,73770,2950.8,73795,2951.8,Player20,Player21,0.64,0.16,0.69,0.08,199.54674913015828,True,4.176439952424919
Away,BALL LOST,,2,73863,2954.52,73892,2955.68,Player21,,0.73,0.19,0.88,0.27,4602.739513680339,False,96.33364251401954
Home,RECOVERY,INTERCEPTION,2,73894,2955.76,73894,2955.76,Player2,,0.86,0.28,,,3388.841778875241,True,70.92721008704343
Home,BALL OUT,,2,73894,2955.76,73961,2958.44,Player2,,0.86,0.28,0.77,-0.02,,False,
Away,SET PIECE,THROW IN,2,74130,2965.2,74130,2965.2,Player22,,,,,,0.0,True,0.0
Away,PASS,,2,74130,2965.2,74168,2966.72,Player22,Player20,0.71,-0.01,0.54,0.07,,False,
Away,PASS,,2,74199,2967.96,74229,2969.16,Player20,Player16,0.52,0.1,0.44,0.34,1026.2405416114873,True,21.478836500557343
Away,PASS,,2,74259,2970.36,74309,2972.36,Player16,Player20,0.43,0.35,0.46,0.15,,False,
Away,PASS,,2,74373,2974.92,74395,2975.8,Player20,Player21,0.49,0.16,0.51,0.29,2453.849147417112,True,51.35815873307944
Away,PASS,,2,74530,2981.2,74545,2981.8,Player21,Player22,0.61,0.12,0.62,0.02,,False,
Away,PASS,,2,74573,2982.92,74603,2984.12,Player22,Player20,0.6,0.02,0.47,0.14,369.8676259647655,True,7.741193163614119
Away,PASS,,2,74638,2985.52,74674,2986.96,Player20,Player18,0.43,0.18,0.51,0.34,3720.6028406719392,False,77.87084689990313
Away,PASS,,2,74674,2986.96,74729,2989.16,Player18,Player16,0.51,0.34,0.33,0.41,,False,
Away,PASS,,2,74749,2989.96,74774,2990.96,Player16,Player18,0.33,0.41,0.46,0.5,4656.731272958668,False,97.46367014681572
Away,PASS,,2,74853,2994.12,74925,2997.0,Player18,Player15,0.46,0.54,0.44,0.97,1702.5726343849356,True,35.634218062417546
Away,PASS,,2,74959,2998.36,74979,2999.16,Player15,Player19,0.48,1.0,0.56,0.87,77.70673741904494,True,1.6263733894146566
Away,PASS,,2,74979,2999.16,74998,2999.92,Player19,Player17,0.56,0.87,0.57,1.0,2153.834644073731,True,45.078965694194466
Away,PASS,,2,75022,3000.88,75042,3001.68,Player17,Player19,0.56,0.97,0.52,0.89,,False,
Away,PASS,,2,75101,3004.04,75176,3007.04,Player19,Player24,0.54,0.82,0.78,0.7,1857.989865455656,True,38.88704345781213
Away,PASS,,2,75232,3009.28,75262,3010.48,Player23,Player19,0.86,0.68,0.76,0.57,,False,
Away,SHOT,ON TARGET-SAVED,2,75262,3010.48,75284,3011.36,Player19,,0.76,0.57,0.99,0.48,1999.524761009864,True,41.84931668467046
Home,RECOVERY,SAVED,2,75282,3011.28,75282,3011.28,Player11,,0.98,0.49,,,3389.174502101257,False,70.93417386159896
Home,PASS,,2,75343,3013.72,75380,3015.2,Player11,Player12,0.95,0.48,0.71,0.42,,False,
Home,PASS,,2,75380,3015.2,75396,3015.84,Player12,Player5,0.71,0.42,0.66,0.32,,False,
Home,PASS,,2,75474,3018.96,75507,3020.28,Player5,Player7,0.55,0.07,0.65,0.11,4491.83326022491,False,94.01241548364136
Home,PASS,,2,75537,3021.48,75557,3022.28,Player7,Player12,0.62,0.06,0.58,0.19,1074.715430590069,True,22.493398070224696
Home,PASS,,2,75598,3023.92,75643,3025.72,Player12,Player6,0.58,0.25,0.63,0.52,2572.818263952793,True,53.84813851761716
Home,PASS,,2,75672,3026.88,75717,3028.68,Player6,Player4,0.63,0.55,0.51,0.78,794.1447547773946,True,16.621157179050908
Home,PASS,,2,75760,3030.4,75785,3031.4,Player4,Player8,0.45,0.82,0.37,0.98,813.3033606288947,True,17.02213974208317
Home,PASS,,2,75859,3034.36,75884,3035.36,Player8,Player6,0.36,0.92,0.44,0.8,309.5916722067657,True,6.479639655261919
Home,PASS,,2,75927,3037.08,75949,3037.96,Player6,Player12,0.43,0.76,0.41,0.58,,False,
Home,PASS,,2,75949,3037.96,75968,3038.72,Player12,Player6,0.41,0.58,0.42,0.71,2153.872219621144,True,45.07975213656014
Home,PASS,,2,76055,3042.2,76130,3045.2,Player6,Player7,0.36,0.61,0.39,0.11,,False,
Home,PASS,,2,76184,3047.36,76197,3047.88,Player7,Player5,0.32,0.08,0.27,0.03,,False,
Home,PASS,,2,76217,3048.68,76237,3049.48,Player5,Player10,0.28,0.07,0.3,0.2,2446.718419783235,True,51.20891523044258
Home,PASS,,2,76237,3049.48,76275,3051.0,Player10,Player7,0.3,0.2,0.14,0.08,,False,
Home,BALL LOST,CROSS-INTERCEPTION,2,76292,3051.68,76298,3051.92,Player7,,0.1,0.1,0.07,0.16,800.790997786512,True,16.760260596960748
Away,RECOVERY,INTERCEPTION,2,76301,3052.04,76301,3052.04,Player20,,0.08,0.15,,,3389.6505783292,False,70.94413796167802
Away,BALL OUT,,2,76301,3052.04,76341,3053.64,Player20,,0.08,0.15,-0.04,0.19,,False,
Home,SET PIECE,CORNER KICK,2,77011,3080.44,77011,3080.44,Player6,,,,,,0.0,True,0.0
Home,PASS,,2,77011,3080.44,77048,3081.92,Player6,Player12,0.02,0.01,0.06,0.41,2195.1537763539677,True,45.94375991212558
Home,CHALLENGE,AERIAL-WON,2,77048,3081.92,77048,3081.92,Player12,,0.06,0.41,,,3389.444346000013,False,70.93982159499777
Home,SHOT,HEAD-WOODWORK-OUT,2,77048,3081.92,77071,3082.84,Player12,,0.06,0.41,-0.02,0.46,97.601964462285,True,2.0427731626415033
Away,RECOVERY,,2,77510,3100.4,77510,3100.4,Player25,,0.04,0.48,,,3389.3783005245496,False,70.93843928752544
Home,RECOVERY,,2,77581,3103.24,77581,3103.24,Player8,,0.47,0.88,,,3389.224992932513,False,70.9352306160979
Home,BALL LOST,HEAD,2,77581,3103.24,77625,3105.0,Player8,,0.47,0.88,0.4,0.7,,False,
Away,BALL LOST,GOAL KICK,2,77582,3103.28,77582,3103.28,Player25,,0.05,0.45,0.44,0.82,4188.771673951606,False,87.66944812148449
Away,RECOVERY,,2,77626,3105.04,77626,3105.04,Player19,,0.41,0.75,,,3389.3108059465203,False,70.93702665087021
Away,BALL LOST,,2,77626,3105.04,77728,3109.12,Player19,,0.41,0.75,0.88,0.65,2569.99961633793,True,53.78914526134094
Home,RECOVERY,,2,77758,3110.32,77758,3110.32,Player11,,0.93,0.69,,,3389.5017542802752,False,70.9410231291562
Home,PASS,,2,77927,3117.08,77969,3118.76,Player11,Player4,0.9,0.6,0.75,0.92,845.0379439053031,True,17.686332880016465
Home,PASS,,2,77996,3119.84,78038,3121.52,Player4,Player3,0.75,0.93,0.86,0.77,364.6912158732063,True,7.632852807227647
Home,PASS,,2,78077,3123.08,78147,3125.88,Player3,Player7,0.87,0.74,0.65,0.13,,False,
Home,PASS,,2,78208,3128.32,78238,3129.52,Player7,Player12,0.54,0.1,0.53,0.27,1663.6317584075318,True,34.81919987282844
Home,CHALLENGE,TACKLE-WON,2,78265,3130.6,78265,3130.6,Player12,,0.49,0.27,,,3389.662381794493,False,70.94438500385857
Away,CHALLENGE,TACKLE-FAULT-WON,2,78319,3132.76,78319,3132.76,Player24,,0.49,0.35,,,3389.615177206325,False,70.94339702921692
Home,CHALLENGE,TACKLE-FAULT-LOST,2,78321,3132.84,78321,3132.84,Player12,,0.49,0.35,,,3389.615177206325,False,70.94339702921692
Home,BALL LOST,,2,78321,3132.84,78321,3132.84,Player12,,0.49,0.35,,,3389.615177206325,False,70.94339702921692
Away,SET PIECE,FREE KICK,2,78594,3143.76,78594,3143.76,Player21,,,,,,0.0,True,0.0
Away,PASS,,2,78594,3143.76,78645,3145.8,Player21,Player20,0.52,0.39,0.5,0.25,,False,
Away,PASS,,2,78645,3145.8,78674,3146.96,Player20,Player22,0.5,0.25,0.56,0.12,,False,
Away,PASS,,2,78732,3149.28,78770,3150.8,Player22,Player16,0.56,0.15,0.41,0.39,689.2081128412672,True,14.424871918750895
Away,PASS,,2,78797,3151.88,78837,3153.48,Player16,Player15,0.41,0.41,0.45,0.8,2216.541234520712,True,46.391391533075435
Away,PASS,,2,78950,3158.0,79037,3161.48,Player15,Player22,0.53,0.8,0.61,0.1,,False,
Away,PASS,,2,79101,3164.04,79111,3164.44,Player22,Player20,0.55,0.13,0.49,0.24,750.1891912848873,True,15.701183427026939
Away,PASS,,2,79209,3168.36,79224,3168.96,Player20,Player21,0.49,0.27,0.53,0.37,3346.2804295939573,True,70.03641672487485
Away,PASS,,2,79224,3168.96,79257,3170.28,Player21,Player16,0.53,0.37,0.41,0.44,61.13588927377047,True,1.2795516419235515
Away,BALL OUT,,2,79305,3172.2,79395,3175.8,Player16,,0.41,0.47,0.84,1.02,4266.654996309237,False,89.2995173686153
Home,SET PIECE,THROW IN,2,79677,3187.08,79677,3187.08,Player4,,,,,,0.0,True,0.0
Home,PASS,,2,79677,3187.08,79699,3187.96,Player4,Player6,0.84,1.01,0.77,0.94,1.0,True,0.020929631630835308
Home,PASS,,2,79699,3187.96,79724,3188.96,Player6,Player4,0.77,0.94,0.85,0.98,4625.188078621542,False,96.80348270887981
Home,BALL LOST,INTERCEPTION,2,79724,3188.96,79780,3191.2,Player4,,0.85,0.98,0.6,0.66,,False,
Away,CHALLENGE,AERIAL-WON,2,79781,3191.24,79781,3191.24,Player15,,0.61,0.76,,,3389.279798011351,False,70.93637766620947
Away,RECOVERY,INTERCEPTION,2,79781,3191.24,79781,3191.24,Player15,,0.61,0.76,,,3389.279798011351,False,70.93637766620947
Away,BALL LOST,HEAD,2,79781,3191.24,79829,3193.16,Player15,,0.61,0.76,0.66,0.31,,False,
Home,RECOVERY,,2,79831,3193.24,79831,3193.24,Player5,,0.66,0.41,,,3389.6137698721823,False,70.94336757423174
Home,PASS,,2,79869,3194.76,79894,3195.76,Player5,Player7,0.7,0.37,0.69,0.16,,False,
Home,PASS,,2,79894,3195.76,79951,3198.04,Player7,Player2,0.69,0.16,0.84,0.29,4681.464982296625,False,97.9813375721233
Home,PASS,,2,80000,3200.0,80029,3201.16,Player2,Player7,0.84,0.25,0.77,0.06,,False,
Home,PASS,,2,80070,3202.8,80082,3203.28,Player7,Player12,0.78,0.06,0.76,0.19,1363.6783938749854,True,28.541286446732585
Home,CHALLENGE,TACKLE-WON,2,80085,3203.4,80085,3203.4,Player12,,0.76,0.19,,,3388.6994024781648,True,70.92423020149971
Away,CHALLENGE,TACKLE-LOST,2,80090,3203.6,80090,3203.6,Player19,,0.75,0.17,,,3388.615071758525,True,70.92246519060248
Home,PASS,,2,80166,3206.64,80196,3207.84,Player12,Player10,0.64,0.22,0.49,0.29,,False,
Home,CHALLENGE,GROUND-WON,2,80220,3208.8,80220,3208.8,Player10,,0.45,0.31,,,3389.6301218394838,False,70.94370981488379
Home,PASS,,2,80341,3213.64,80373,3214.92,Player10,Player5,0.25,0.56,0.22,0.33,,False,
Home,BALL LOST,INTERCEPTION,2,80402,3216.08,80437,3217.48,Player5,,0.21,0.39,0.09,0.4,,False,
Away,RECOVERY,INTERCEPTION,2,80433,3217.32,80433,3217.32,Player16,,0.12,0.42,,,3389.4810404748905,False,70.94058959683984
Away,BALL LOST,,2,80433,3217.32,80491,3219.64,Player16,,0.12,0.42,0.38,0.28,1754.5305144468646,True,36.72167735243284
Home,RECOVERY,,2,80491,3219.64,80491,3219.64,Player7,,0.36,0.28,,,3389.631083314787,False,70.94372993820771
Home,PASS,,2,80543,3221.72,80601,3224.04,Player7,Player10,0.35,0.27,0.21,0.06,,False,
Home,PASS,,2,80631,3225.24,80673,3226.92,Player10,Player7,0.21,0.06,0.29,0.12,4753.0424866448375,False,99.47942837118589
Home,PASS,,2,80703,3228.12,80743,3229.72,Player7,Player2,0.3,0.12,0.48,0.21,4586.786379527772,False,95.99974929284902
Home,PASS,,2,80771,3230.84,80801,3232.04,Player2,Player3,0.51,0.24,0.56,0.56,2403.3445080354186,True,50.301115235172425
Home,PASS,,2,80857,3234.28,80874,3234.96,Player3,Player6,0.53,0.68,0.47,0.65,,False,
Home,PASS,,2,80917,3236.68,80942,3237.68,Player6,Player8,0.43,0.71,0.36,0.77,323.69267671867823,True,6.774768485320995
Home,PASS,,2,80972,3238.88,81005,3240.2,Player8,Player4,0.33,0.8,0.28,1.0,1181.3712836847217,True,24.72566578676826
Home,PASS,,2,81122,3244.88,81166,3246.64,Player4,Player8,0.2,0.77,0.15,0.92,1047.0173468528935,True,21.913687380725584
Home,PASS,,2,81194,3247.76,81236,3249.44,Player8,Player6,0.16,0.93,0.33,0.85,1914.08708988772,True,40.061137700687524
Home,PASS,,2,81262,3250.48,81327,3253.08,Player6,Player2,0.37,0.85,0.54,0.44,,False,
Home,PASS,,2,81327,3253.08,81367,3254.68,Player2,Player7,0.54,0.44,0.48,0.18,,False,
Home,PASS,,2,81424,3256.96,81459,3258.36,Player7,Player10,0.47,0.17,0.32,0.29,276.7752451816592,True,5.792803926186252
Home,PASS,,2,81459,3258.36,81488,3259.52,Player10,Player5,0.32,0.29,0.34,0.04,,False,
Home,PASS,,2,81488,3259.52,81551,3262.04,Player5,Player10,0.34,0.04,0.15,0.14,,False,
Home,BALL LOST,CROSS-INTERCEPTION,2,81551,3262.04,81573,3262.92,Player10,,0.15,0.14,0.08,0.44,1174.405859413619,True,24.579882022621604
Away,RECOVERY,INTERCEPTION,2,81575,3263.0,81575,3263.0,Player15,,0.11,0.45,,,3389.311772774707,False,70.937046886228
Away,BALL OUT,CLEARANCE,2,81575,3263.0,81595,3263.8,Player15,,0.11,0.45,-0.02,0.43,,False,
Home,SET PIECE,CORNER KICK,2,82394,3295.76,82394,3295.76,Player6,,,,,,0.0,True,0.0
Home,PASS,,2,82394,3295.76,82470,3298.8,Player6,Player5,0.02,0.01,0.12,0.73,2353.7151489402863,True,49.26239103123685
Home,PASS,,2,82470,3298.8,82477,3299.08,Player5,Player2,0.12,0.73,0.11,0.67,,False,
Home,BALL LOST,INTERCEPTION,2,82477,3299.08,82526,3301.04,Player2,,0.11,0.67,0.06,0.62,,False,
Away,CHALLENGE,AERIAL-FAULT-WON,2,82522,3300.88,82522,3300.88,Player17,,0.07,0.63,,,3389.2954757989314,False,70.93670579652832
Home,CHALLENGE,AERIAL-FAULT-LOST,2,82526,3301.04,82526,3301.04,Player8,,0.06,0.63,,,3389.293778433512,False,70.93667027129536
Away,SET PIECE,FREE KICK,2,82880,3315.2,82880,3315.2,Player25,,,,,,0.0,True,0.0
Away,PASS,,2,82880,3315.2,82908,3316.32,Player25,Player15,0.1,0.67,0.18,0.82,3805.007655806544,False,79.63740858853915
Away,PASS,,2,82955,3318.2,83000,3320.0,Player15,Player16,0.19,0.79,0.18,0.52,,False,
Away,PASS,,2,83000,3320.0,83041,3321.64,Player16,Player15,0.18,0.52,0.22,0.8,2400.5891919967626,True,50.24344748545681
Away,PASS,,2,83041,3321.64,83070,3322.8,Player15,Player21,0.22,0.8,0.3,0.76,1864.214053711593,True,39.01731342520986
Away,PASS,,2,83174,3326.96,83189,3327.56,Player21,Player23,0.44,0.79,0.55,0.69,1041.100036141622,True,21.789840247293473
Away,PASS,,2,83215,3328.6,83233,3329.32,Player23,Player19,0.57,0.69,0.61,0.82,3012.389214276177,True,63.04819658350179
Away,CHALLENGE,TACKLE-WON,2,83262,3330.48,83262,3330.48,Player19,,0.64,0.82,,,3389.175744551627,False,70.93419986562753
Away,PASS,,2,83306,3332.24,83328,3333.12,Player19,Player21,0.65,0.82,0.58,0.77,,False,
Away,PASS,,2,83425,3337.0,83455,3338.2,Player21,Player18,0.65,0.54,0.64,0.32,,False,
Away,PASS,,2,83485,3339.4,83510,3340.4,Player18,Player22,0.66,0.27,0.72,0.06,,False,
Away,PASS,,2,83575,3343.0,83600,3344.0,Player22,Player21,0.71,0.15,0.66,0.23,698.5626481582815,True,14.620658897013644
Away,PASS,,2,83684,3347.36,83704,3348.16,Player21,Player20,0.64,0.25,0.54,0.25,,False,
Away,PASS,,2,83733,3349.32,83768,3350.72,Player20,Player16,0.5,0.24,0.46,0.46,1324.7017600497725,True,27.725519858560922
Away,PASS,,2,83823,3352.92,83845,3353.8,Player16,Player24,0.51,0.48,0.67,0.44,2416.257754877939,True,50.57138473474442
Away,PASS,,2,83862,3354.48,83882,3355.28,Player24,Player19,0.68,0.47,0.67,0.64,1641.707830269879,True,34.36034013300646
Away,PASS,,2,83901,3356.04,83951,3358.04,Player19,Player17,0.67,0.64,0.85,0.95,3932.8057294209502,False,82.31217519241905
Away,BALL LOST,CROSS-INTERCEPTION,2,83951,3358.04,83982,3359.28,Player17,,0.85,0.95,0.91,0.61,,False,
Home,CHALLENGE,AERIAL-WON,2,83981,3359.24,83981,3359.24,Player3,,0.91,0.6,,,3389.5505131643054,False,70.9420436346377
Home,RECOVERY,INTERCEPTION,2,83981,3359.24,83981,3359.24,Player3,,0.91,0.6,,,3389.5505131643054,False,70.9420436346377
Home,PASS,HEAD-CLEARANCE,2,83981,3359.24,84053,3362.12,Player3,Player8,0.91,0.6,0.76,0.79,564.1422115376778,True,11.807288674888364
Away,CHALLENGE,AERIAL-LOST,2,83982,3359.28,83982,3359.28,Player24,,0.91,0.58,,,3389.558253413164,False,70.94220563519504
Away,CHALLENGE,AERIAL-FAULT-LOST,2,84050,3362.0,84050,3362.0,Player19,,0.76,0.77,,,3389.3951224440098,False,70.93879136410305
Home,CHALLENGE,AERIAL-FAULT-WON,2,84053,3362.12,84053,3362.12,Player8,,0.76,0.79,,,3389.3927122881487,False,70.93874092042871
Home,FAULT RECEIVED,,2,84053,3362.12,84053,3362.12,Player8,,0.76,0.79,,,3389.3927122881487,False,70.93874092042871
Home,SET PIECE,FREE KICK,2,84399,3375.96,84399,3375.96,Player11,,,,,,0.0,True,0.0
Home,PASS,,2,84399,3375.96,84441,3377.64,Player11,Player4,0.85,0.65,0.73,0.88,792.8926796217734,True,16.594951707269633
Home,PASS,,2,84482,3379.28,84509,3380.36,Player4,Player9,0.7,0.89,0.53,0.76,,False,
Home,PASS,,2,84509,3380.36,84529,3381.16,Player9,Player12,0.53,0.76,0.61,0.8,4601.114686845647,False,96.29963548690554
Home,PASS,,2,84542,3381.68,84562,3382.48,Player12,Player6,0.61,0.79,0.62,0.63,,False,
Home,PASS,,2,84562,3382.48,84610,3384.4,Player6,Player3,0.62,0.63,0.73,0.68,4604.041560654751,False,96.36089387756004
Home,PASS,,2,84647,3385.88,84727,3389.08,Player3,Player7,0.74,0.63,0.71,0.09,,False,
Home,PASS,,2,84749,3389.96,84792,3391.68,Player7,Player2,0.71,0.08,0.78,0.23,3637.906936180383,False,76.1400520815161
Home,PASS,,2,84799,3391.96,84824,3392.96,Player2,Player6,0.78,0.23,0.71,0.3,422.5584781740736,True,8.843993290669722
Home,PASS,,2,84824,3392.96,84857,3394.28,Player6,Player7,0.71,0.3,0.69,0.05,,False,
Away,CHALLENGE,TACKLE-WON,2,84920,3396.8,84920,3396.8,Player18,,0.62,0.04,,,3389.8184970667544,False,70.94765243899894
Away,RECOVERY,THEFT,2,84920,3396.8,84920,3396.8,Player18,,0.62,0.04,,,3389.8184970667544,False,70.94765243899894
Away,BALL OUT,,2,84920,3396.8,84942,3397.68,Player18,,0.62,0.04,0.62,-0.03,,False,
Home,CHALLENGE,TACKLE-LOST,2,84924,3396.96,84924,3396.96,Player7,,0.62,0.03,,,3389.83000552116,False,70.9478933067103
Home,BALL LOST,THEFT,2,84924,3396.96,84924,3396.96,Player7,,0.62,0.03,,,3389.83000552116,False,70.9478933067103
Home,SET PIECE,THROW IN,2,85882,3435.28,85882,3435.28,Player7,,,,,,0.0,True,0.0
Home,PASS,,2,85882,3435.28,85908,3436.32,Player7,Player10,0.53,0.01,0.45,0.07,233.1801402056656,True,4.880374438131111
Home,PASS,,2,85908,3436.32,85929,3437.16,Player10,Player7,0.45,0.07,0.53,0.03,1850.162415159461,True,38.7232178065041
Home,PASS,,2,85950,3438.0,85980,3439.2,Player7,Player2,0.54,0.04,0.66,0.08,4336.219552827551,False,90.75547791110604
Home,BALL LOST,,2,85980,3439.2,86030,3441.2,Player2,,0.66,0.08,0.4,0.27,212.7991463114736,True,4.453807743655369
Away,RECOVERY,INTERCEPTION,2,86030,3441.2,86030,3441.2,Player16,,0.4,0.29,,,3389.634472106348,False,70.94380086436675
Away,BALL LOST,,2,86030,3441.2,86060,3442.4,Player16,,0.4,0.29,0.56,0.28,3040.472595309379,True,63.6359714034751
Home,RECOVERY,,2,86061,3442.44,86061,3442.44,Player6,,0.56,0.27,,,3389.482509254232,False,70.9406203378504
Home,BALL LOST,,2,86061,3442.44,86093,3443.72,Player6,,0.56,0.27,0.56,0.14,,False,
Away,RECOVERY,,2,86091,3443.64,86091,3443.64,Player22,,0.54,0.13,,,3389.213330022925,False,70.93498651569648
Away,PASS,,2,86091,3443.64,86110,3444.4,Player22,Player21,0.54,0.13,0.53,0.24,1564.4443682820174,True,32.74324433507747
Away,PASS,,2,86216,3448.64,86266,3450.64,Player21,Player17,0.59,0.44,0.67,0.93,2439.8890799346946,True,51.06597966313085
Away,PASS,,2,86306,3452.24,86354,3454.16,Player17,Player21,0.69,0.95,0.63,0.61,,False,
Away,PASS,,2,86488,3459.52,86523,3460.92,Player21,Player22,0.68,0.3,0.75,0.05,,False,
Away,PASS,,2,86631,3465.24,86648,3465.92,Player22,Player21,0.75,0.11,0.71,0.25,1103.8575240855066,True,23.103331352035568
Away,PASS,,2,86703,3468.12,86776,3471.04,Player21,Player17,0.69,0.32,0.83,0.95,2676.595927159374,True,56.02016678003978
Away,BALL LOST,CROSS-INTERCEPTION,2,86808,3472.32,86843,3473.72,Player17,,0.84,0.96,0.95,0.65,,False,
Home,RECOVERY,INTERCEPTION,2,86842,3473.68,86842,3473.68,Player3,,0.94,0.68,,,3389.511591317596,False,70.94122901472367
Home,BALL OUT,,2,86842,3473.68,86934,3477.36,Player3,,0.94,0.68,1.01,0.93,2986.2233124510094,True,62.50055389701244
